timestamp,price,size,pnl
2025-09-20 08:00:00,23.29,0.4700854700854677,2.623920614474585
2025-09-20 12:00:00,23.42,-0.5270492980547161,2.7005087859336783
2025-09-20 16:00:00,23.3,0.39913662523187393,0.6852130905267828
2025-09-20 20:00:00,23.34,-0.20525682943787782,-0.26382625891757194
2025-09-21 00:00:00,23.37,-0.12978482612895348,0.05553479937054397
2025-09-21 04:00:00,23.36,0.035658759887438836,-0.3816220022200228
2025-09-21 08:00:00,23.11,0.9320360223589165,-0.8066084139842933
2025-09-21 12:00:00,23.09,-0.03102498014121058,-0.12092889617622013
2025-09-21 16:00:00,23.18,-0.44159035874706554,4.191107805192127
2025-09-21 20:00:00,22.96,0.4977894149461266,-17.127771681508698
2025-09-26 20:00:00,21.07,-0.5041322314049567,-0.4785308318983958
2025-09-27 00:00:00,21.09,-0.18861180073873857,1.2520460930973618
2025-09-27 04:00:00,20.95,0.4957112623999838,0.9464654174701118
2025-09-27 08:00:00,20.99,-0.3445416848879463,0.4924369007450116
2025-09-27 12:00:00,20.96,-0.034814159327720196,0.19931770607473523
2025-09-27 16:00:00,20.84,0.42485423920718335,1.4270535865883964
2025-09-27 20:00:00,20.91,-0.453491129882309,4.337552653106716
2025-09-28 00:00:00,20.71,0.6050255046345036,0.58428344242826
2025-09-28 04:00:00,20.73,-0.05429350747606987,0.44524342840964753
2025-09-28 08:00:00,20.56,0.05429350747606987,1.1355159637504846
2025-09-28 12:00:00,20.99,-1.6935977133262534,-17.750905046773607
2025-09-28 16:00:00,21.21,-0.3064022866737466,-6.789678205405934
2025-09-30 12:00:00,21.1,1.2855173771782928,26.197747496998296
2025-09-30 16:00:00,21.53,-1.2855173771782928,13.732884196516912
2025-09-30 20:00:00,21.3,0.49867295782953536,-3.0435438740769536
2025-10-01 00:00:00,21.17,0.6290961928004493,5.051788038548661
2025-10-01 04:00:00,21.34,-0.7248778872735977,-30.571232359242604
2025-10-01 08:00:00,22.24,-0.4028912633563868,-2.898498297527945
2025-10-04 00:00:00,22.22,0.782004059234765,-4.927118285007517
2025-10-04 04:00:00,22.08,0.7566697146724091,-7.8819761945041495
2025-10-04 08:00:00,21.85,0.4613262260928259,-0.21113328425301914
2025-10-05 00:00:00,22.35,-1.0130516659519366,-20.850280373059768
2025-10-05 04:00:00,22.81,-0.9869483340480634,2.596093820380629
2025-10-05 12:00:00,22.47,0.8328318288198022,-19.27336675506442
2025-10-05 16:00:00,21.95,1.1671681711801978,2.658697428656614
2025-10-06 08:00:00,22.11,-0.09613804437139917,-3.0872008821209107
2025-10-06 12:00:00,22.82,-1.9038619556286007,-50.89201546597031
2025-10-07 12:00:00,22.0,2.0,-10.90909090909098
2025-10-08 16:00:00,22.49,-1.5439237016615888,-9.61090788050803
2025-10-08 20:00:00,22.63,-0.45607629833841123,7.255301255052053
2025-10-09 00:00:00,22.27,1.5396553649186806,-20.740754803574468
2025-10-09 04:00:00,21.97,0.4603446350813194,-5.02879892669623
2025-10-10 00:00:00,22.4,-1.5216805968474825,7.472538645233062
2025-10-10 04:00:00,22.29,0.5609204645530675,2.7681135532004073
2025-10-10 08:00:00,22.4,-0.43889623792930477,20.181389511927808
2025-10-10 12:00:00,21.37,1.3996563702237197,-56.98179888135884
2025-10-13 04:00:00,19.54,-1.5230215210494722,27.280324072022097
2025-10-13 08:00:00,19.19,1.2601222581502003,36.1160626358836
2025-10-13 12:00:00,19.74,-1.7371007371007283,-26.399707250770902
2025-10-14 04:00:00,18.56,2.0,2.1551724137931494
2025-10-14 08:00:00,18.58,-0.5579370395177328,-13.813295919168917
2025-10-14 12:00:00,19.04,-1.4420629604822672,12.118176138506405
2025-10-15 08:00:00,18.68,1.1381030872722486,-34.11872210237992
2025-10-15 12:00:00,18.12,0.8618969127277514,-4.280944930766951
2025-10-19 08:00:00,17.14,-0.6559910848393848,-10.33358184986189
2025-10-19 12:00:00,17.41,-1.3440089151606152,-3.859876264102872
2025-10-21 20:00:00,17.61,1.3654022961408896,1.550712431732982
2025-10-22 00:00:00,17.63,0.08397774762073973,-0.04763343597318311
2025-10-22 04:00:00,17.62,0.269031000047345,-3.2063853581125294
2025-10-22 08:00:00,17.41,0.28158895619102564,0.97043867728094
2025-10-24 08:00:00,17.74,-0.7259503899936655,7.365900236688794
2025-10-24 12:00:00,17.56,0.7259503899936655,9.095050444112013
2025-10-24 16:00:00,17.78,-1.485093957518977,-9.187870378351265
2025-10-24 20:00:00,17.89,-0.514906042481023,2.302542392313199
2025-10-25 00:00:00,17.81,0.08157242356275352,0.3206103115885907
2025-10-25 04:00:00,17.88,-0.08157242356275352,-0.5474659299513742
2025-10-26 00:00:00,17.73,0.3994987942692142,2.9292071773828194
2025-10-26 04:00:00,17.86,-0.3994987942692142,-10.289442629554275
2025-10-27 20:00:00,18.22,0.28832999378152335,0.0
