timestamp,open,high,low,close,volume
2025-09-20 04:00:00,115445.0,115985.2,115409.08,115968.56,759.46126
2025-09-20 08:00:00,115968.56,115968.57,115664.11,115894.06,793.04586
2025-09-20 12:00:00,115894.05,116121.81,115804.47,115986.69,836.91424
2025-09-20 16:00:00,115986.7,116079.46,115698.08,115702.0,898.20806
2025-09-20 20:00:00,115702.0,115944.7,115603.42,115685.63,670.23512
2025-09-21 00:00:00,115685.63,115732.94,115441.83,115669.41,919.05922
2025-09-21 04:00:00,115669.42,115815.98,115487.56,115815.97,806.9398
2025-09-21 08:00:00,115815.98,115819.06,115329.03,115603.45,786.85295
2025-09-21 12:00:00,115603.45,115747.23,115473.19,115531.61,671.3204
2025-09-21 16:00:00,115531.62,115665.52,115209.02,115480.05,781.11646
2025-09-21 20:00:00,115480.05,115545.43,115188.0,115232.29,546.23336
2025-09-22 00:00:00,115232.29,115379.25,114150.0,114649.89,3078.59053
2025-09-22 04:00:00,114649.89,114649.9,111800.0,112519.99,7290.80289
2025-09-22 08:00:00,112520.0,112976.02,112173.52,112876.97,3052.23045
2025-09-22 12:00:00,112876.97,113432.76,112380.0,112815.5,3313.50245
2025-09-22 16:00:00,112815.5,112888.0,111936.4,112122.9,2731.51753
2025-09-22 20:00:00,112122.9,112977.41,111975.28,112650.99,1315.06971
2025-09-23 00:00:00,112650.99,112833.09,111478.0,112339.99,2398.09582
2025-09-23 04:00:00,112339.99,113114.01,111876.15,113090.13,2504.81638
2025-09-23 08:00:00,113090.13,113281.5,112683.33,112975.99,1814.57634
2025-09-23 12:00:00,112975.99,113290.5,112496.61,112882.19,1948.83266
2025-09-23 16:00:00,112882.2,112958.58,111540.2,111655.29,2394.18192
2025-09-23 20:00:00,111655.29,112220.54,111458.73,111998.8,1240.81718
2025-09-24 00:00:00,111998.8,112500.0,111683.09,111683.09,2848.03309
2025-09-24 04:00:00,111683.1,112779.37,111042.66,112583.54,2905.68984
2025-09-24 08:00:00,112583.54,113162.17,112405.62,113029.46,1567.72874
2025-09-24 12:00:00,113029.45,113890.0,112808.0,113346.41,2535.05067
2025-09-24 16:00:00,113346.4,113940.0,113163.21,113420.01,1318.69585
2025-09-24 20:00:00,113420.0,113647.58,113204.71,113307.0,1194.06148
2025-09-25 00:00:00,113307.01,113510.23,112214.74,112546.21,3049.61418
