timestamp,equity,benchmark_equity,close
2025-09-20 04:00:00,10000.0,10000.0,239.78
2025-09-20 08:00:00,10000.0,9931.603970306112,238.14
2025-09-20 12:00:00,10028.24310007288,10013.345566769538,240.1
2025-09-20 16:00:00,10047.606599842742,9952.456418383517,238.64
2025-09-20 20:00:00,10055.370149718443,9987.488531153556,239.48
2025-09-21 00:00:00,10045.197240242134,10083.409792309616,241.78
2025-09-21 04:00:00,10115.615844480333,10003.753440653933,239.87
2025-09-21 08:00:00,10119.634930070955,9952.456418383517,238.64
2025-09-21 12:00:00,10107.827132981494,9922.011844190509,237.91
2025-09-21 16:00:00,10109.901791404356,9925.348235882893,237.99
2025-09-21 20:00:00,10069.51034923963,9849.028275919592,236.16
2025-09-22 00:00:00,9926.671343184613,9709.316873800984,232.81
2025-09-22 04:00:00,9460.632436861826,9253.482358828925,221.88
2025-09-22 08:00:00,9444.003418246468,9237.217449328551,221.49
2025-09-22 12:00:00,9411.59815120115,9205.521728250897,220.73
2025-09-22 16:00:00,9256.82036255049,9054.132955208941,217.1
2025-09-22 20:00:00,9396.674672956597,9190.925014596714,220.38
2025-09-23 00:00:00,9249.998201067265,9047.460171824172,216.94
2025-09-23 04:00:00,9337.833530163784,9133.372257903078,219.0
2025-09-23 08:00:00,9352.330623315636,9147.551922595712,219.34
2025-09-23 12:00:00,9349.772312759427,9145.049628826424,219.28
2025-09-23 16:00:00,9146.813008633493,8946.534323129536,214.52
2025-09-23 20:00:00,9094.794027323906,8895.65434982067,213.3
2025-09-24 00:00:00,8890.555567919866,8695.887897239136,208.51
2025-09-24 04:00:00,8980.949207572592,8784.30227708733,210.63
2025-09-24 08:00:00,9054.287443517258,8856.0346984736,212.35
2025-09-24 12:00:00,9108.011965197653,8908.58286762866,213.61
2025-09-24 16:00:00,9089.677406211486,8890.649762282092,213.18
2025-09-24 20:00:00,9022.308561564643,8824.756026357494,211.6
2025-09-25 00:00:00,8838.96297170298,8645.424972891817,207.3
2025-09-25 04:00:00,8706.3572078728,8515.722745850362,204.19
2025-09-25 08:00:00,8585.263841545562,8397.280840770707,201.35
2025-09-25 12:00:00,8576.736139691531,8388.939861539744,201.15
2025-09-25 16:00:00,8446.262301324861,8261.322879306032,198.09
2025-09-25 20:00:00,8218.146276729536,8038.201684877805,192.74
2025-09-26 00:00:00,8377.18791630721,8193.76094753524,196.47
2025-09-26 04:00:00,8370.365754823986,8187.088164150471,196.31
2025-09-26 08:00:00,8249.272388496747,8068.646259070815,193.47
2025-09-26 12:00:00,8358.000587135642,8174.993744265577,196.02
2025-09-26 16:00:00,8556.696040334562,8369.338560346985,200.68
2025-09-26 20:00:00,8748.142946957554,8556.593544082076,205.17
2025-09-27 00:00:00,8702.59088064535,8502.794228042372,203.88
2025-09-27 04:00:00,8624.477572269929,8426.474268079073,202.05
2025-09-27 08:00:00,8609.964717161927,8412.294603386437,201.71
2025-09-27 12:00:00,8687.224328178054,8487.780465426642,203.52
2025-09-27 16:00:00,8667.164930722263,8432.312953540746,202.19
2025-09-27 20:00:00,8708.261291855313,8485.278171657354,203.46
2025-09-28 00:00:00,8714.422801294013,8399.366085578447,201.4
2025-09-28 04:00:00,8738.616173220484,8428.559512886814,202.1
2025-09-28 08:00:00,8711.55471765984,8335.140545500042,199.86
2025-09-28 12:00:00,8866.72901364137,8483.60997581116,203.42
2025-09-28 16:00:00,8765.4179938771,8598.715489198432,206.18
2025-09-28 20:00:00,8567.730567009661,8792.643256318292,210.83
2025-09-29 00:00:00,8590.081521863596,8769.705563433146,210.28
2025-09-29 04:00:00,8644.41292962505,8714.23805154725,208.95
2025-09-29 08:00:00,8722.189892093083,8635.832846776211,207.07
2025-09-29 12:00:00,8595.824075334116,8760.947535240637,210.07
2025-09-29 16:00:00,8478.79614723655,8880.22353824339,212.93
2025-09-29 20:00:00,8485.963682607342,8872.716656935525,212.75
2025-09-30 00:00:00,8567.33320511037,8787.638668779715,210.71
2025-09-30 04:00:00,8636.86070632407,8716.323296354993,209.0
2025-09-30 08:00:00,8716.204115683604,8636.24989573776,207.08
2025-09-30 12:00:00,8751.79595958943,8591.208607890565,206.0
2025-09-30 16:00:00,8744.992312742188,8712.986904662606,208.92
2025-09-30 20:00:00,8755.038254514435,8702.977729585455,208.68
2025-10-01 00:00:00,8838.52745389379,8619.984986237385,206.69
2025-10-01 04:00:00,8824.343783477467,8765.535073817666,210.18
2025-10-01 08:00:00,8506.519621136025,9081.241137709567,217.75
2025-10-01 12:00:00,8408.855790812993,9185.50337809659,220.25
2025-10-01 16:00:00,8416.49152819398,9177.162398865627,220.05
2025-10-01 20:00:00,8340.377835210087,9260.155142213694,222.04
2025-10-02 00:00:00,8274.267832553043,9333.555759446159,223.8
2025-10-02 04:00:00,8307.542368072693,9296.021352906831,222.9
2025-10-02 08:00:00,8219.211836837465,9394.861956793728,225.27
2025-10-02 12:00:00,8149.5234868203315,9474.518308449413,227.18
2025-10-02 16:00:00,7965.856085409468,9688.047376762031,232.3
2025-10-02 20:00:00,7882.185448954886,9789.807323379766,234.74
2025-10-03 00:00:00,7965.459794671034,9686.37918091584,232.26
2025-10-03 04:00:00,8063.201809718017,9567.520226874634,229.41
2025-10-03 08:00:00,8015.049652099283,9624.655934606722,230.78
2025-10-03 12:00:00,7875.781305167495,9791.892568187504,234.79
2025-10-03 16:00:00,7930.122485432291,9724.330636416715,233.17
2025-10-03 20:00:00,7941.3458006966575,9710.568020685629,232.84
2025-10-04 00:00:00,8063.787955929869,9560.847443489865,229.25
2025-10-04 04:00:00,8068.712406589979,9555.008758028192,229.11
2025-10-04 08:00:00,8065.894995771913,9558.345149720577,229.19
2025-10-04 12:00:00,8217.577038757108,9378.597047293351,224.88
2025-10-04 16:00:00,8202.855077365459,9463.257986487613,226.91
2025-10-04 20:00:00,8176.53446371886,9502.877637834683,227.86
2025-10-05 00:00:00,8085.64537528776,9630.077571106847,230.91
2025-10-05 04:00:00,7886.7520154002095,9866.961381266161,236.59
2025-10-05 08:00:00,8017.758970134233,9703.061139377764,232.66
2025-10-05 12:00:00,8104.601369363745,9597.964801067645,230.14
2025-10-05 16:00:00,8152.435066044615,9469.930769872382,227.07
2025-10-05 20:00:00,8205.930147950665,9532.071065143047,228.56
2025-10-06 00:00:00,8270.953758911022,9685.545082992743,232.24
2025-10-06 04:00:00,8300.897438868093,9648.844774376512,231.36
2025-10-06 08:00:00,8275.940725674544,9718.074901993494,233.02
2025-10-06 12:00:00,8183.077328628622,9827.341729919093,235.64
2025-10-06 16:00:00,8193.148167303305,9815.247310034198,235.35
2025-10-06 20:00:00,8297.586002450573,9690.132621569772,232.35
2025-10-07 00:00:00,8266.618116740436,9756.860455417465,233.95
2025-10-07 04:00:00,8370.502952231853,9634.248060722328,231.01
2025-10-07 08:00:00,8368.497001022622,9610.476269914088,230.44
2025-10-07 12:00:00,8286.986868397522,9333.13871048461,223.79
2025-10-07 16:00:00,8209.22346331403,9245.558428559512,221.69
2025-10-07 20:00:00,8145.53153153136,9173.826007173242,219.97
2025-10-08 00:00:00,8084.061411322504,9104.59587955626,218.31
2025-10-08 04:00:00,8181.821120570322,9214.696805404954,220.95
2025-10-08 08:00:00,8191.078668794548,9225.123029443655,221.2
2025-10-08 12:00:00,8190.708366865579,9224.70598048211,221.19
2025-10-08 16:00:00,8492.504438975324,9564.6008841438,229.34
2025-10-08 20:00:00,8496.515825503857,9551.25531737426,229.02
2025-10-09 00:00:00,8515.13462022907,9433.230461256151,226.19
2025-10-09 04:00:00,8453.080074798556,9362.749186754525,224.5
2025-10-09 08:00:00,8401.872106416702,9306.030527983985,223.14
2025-10-09 12:00:00,8250.130847167535,9137.959796480107,219.11
2025-10-09 16:00:00,8219.255454466711,9103.761781633162,218.29
2025-10-09 20:00:00,8318.659157796192,9213.86270748186,220.93
2025-10-10 00:00:00,8345.769258704233,9243.890232713322,221.65
2025-10-10 04:00:00,8212.85445841898,9096.671949286847,218.12
2025-10-10 08:00:00,8326.566270561036,9222.620735674367,221.14
2025-10-10 12:00:00,7933.469807394457,8787.221619818167,210.7
2025-10-10 16:00:00,7730.897108942715,8562.849278505295,205.32
2025-10-10 20:00:00,7094.939325141612,7858.453582450579,188.43
2025-10-11 00:00:00,6960.141878959969,7709.150054216365,184.85
2025-10-11 04:00:00,6881.0707513115185,7621.569772291266,182.75
2025-10-11 08:00:00,6922.488961032135,7667.445158061557,183.85
2025-10-11 12:00:00,6917.217552522239,7661.606472599883,183.71
2025-10-11 16:00:00,6686.028636445342,7405.538410209358,177.57
2025-10-11 20:00:00,6687.9112823417345,7407.6236550171,177.62
2025-10-12 00:00:00,6666.825648302147,7384.268913170406,177.06
2025-10-12 04:00:00,6873.540167725952,7613.228793060306,182.55
2025-10-12 08:00:00,6813.672028220698,7546.918008174161,180.96
2025-10-12 12:00:00,7200.367495339545,7975.227291684043,191.23
2025-10-12 16:00:00,7374.323976166133,8167.9039119192585,195.85
2025-10-12 20:00:00,7417.624831783141,8215.86454249729,197.0
2025-10-13 00:00:00,7335.164941521187,8124.530819918258,194.81
2025-10-13 04:00:00,7410.470777376853,8207.940612227876,196.81
2025-10-13 08:00:00,7309.442107993339,8030.694803569939,192.56
2025-10-13 12:00:00,7455.964991961216,8191.6757027275,196.42
2025-10-13 16:00:00,7336.073126885038,8637.083993660855,207.1
2025-10-13 20:00:00,7279.750788537634,8703.394778547,208.69
2025-10-14 00:00:00,7383.7023786945265,8579.114188005671,205.71
2025-10-14 04:00:00,7787.14807767137,8110.351155225623,194.47
2025-10-14 08:00:00,7765.040170558457,8145.80031695721,195.32
2025-10-14 12:00:00,7490.7273650247,8433.56410042539,202.22
2025-10-14 16:00:00,7627.043637912105,8280.090082575694,198.54
2025-10-14 20:00:00,7477.222593347496,8442.739177579448,202.44
2025-10-15 00:00:00,7506.4016382434875,8409.792309617149,201.65
2025-10-15 04:00:00,7394.354680985303,8535.324047043123,204.66
2025-10-15 08:00:00,7468.782369067145,8449.411960964217,202.6
2025-10-15 12:00:00,7670.432120097733,8221.286178997414,197.13
2025-10-15 16:00:00,7760.704541944366,8124.530819918258,194.81
2025-10-15 20:00:00,7741.976505607349,8084.077070648094,193.84
2025-10-16 00:00:00,7733.589098126037,8075.319042455584,193.63
2025-10-16 04:00:00,7705.63107318833,8046.125615147218,192.93
2025-10-16 08:00:00,7860.5984114144785,8207.940612227876,196.81
2025-10-16 12:00:00,7599.604534835783,7824.255567603637,187.61
2025-10-16 16:00:00,7495.500363125702,7717.073984485778,185.04
2025-10-16 20:00:00,7487.803945761922,7709.150054216365,184.85
2025-10-17 00:00:00,7578.540655734909,7802.569021603136,187.09
2025-10-17 04:00:00,7200.2009811154,7413.045291517224,177.75
2025-10-17 08:00:00,7350.078582410066,7567.353407290015,181.45
2025-10-17 12:00:00,7401.523056367964,7620.318625406622,182.72
2025-10-17 16:00:00,7371.547536109031,7589.457002252064,181.98
2025-10-17 20:00:00,7370.737386912844,7588.622904328969,181.96
2025-10-18 00:00:00,7485.778572771454,7707.064809408625,184.8
2025-10-18 04:00:00,7545.324538691227,7768.371006756194,186.27
2025-10-18 08:00:00,7538.438270523634,7761.281174409875,186.1
2025-10-18 12:00:00,7495.095288527609,7716.656935524231,185.03
2025-10-18 16:00:00,7548.160060877884,7771.29034948703,186.34
2025-10-18 20:00:00,7597.579161845314,7822.170322795896,187.56
2025-10-19 00:00:00,7577.570235649565,7800.483776795395,187.04
2025-10-19 04:00:00,7535.7285205441785,7752.940195178914,185.9
2025-10-19 08:00:00,7660.986192026058,7881.8083242972725,188.99
2025-10-19 12:00:00,7599.471059253174,7956.46008841438,190.78
2025-10-19 16:00:00,7675.155067076746,7877.220785720244,188.88
2025-10-19 20:00:00,7716.602854923093,7834.68179164234,187.86
2025-10-20 00:00:00,7626.685727572279,7974.393193760948,191.21
2025-10-20 04:00:00,7554.4912755723535,8049.8790558011515,193.02
2025-10-20 08:00:00,7586.584752134211,8015.681040954208,192.2
2025-10-20 12:00:00,7653.68773901573,7944.7827174910335,190.5
2025-10-20 16:00:00,7720.783059352509,7875.1355409125035,188.83
2025-10-20 20:00:00,7684.802075969413,7911.835849528735,189.71
